ABAB,1,15.863722669450985,21,33.661515313768845
ABAC,4,14.996571820318612,1,41.28125514780375
ABAE,3,15.477943261464643,1,40.8230176542917
ABAF,1,19.24863304418872,1,41.30866586991308
ABCA,8,21.479918798632987,1,38.90438109630267
ABCB,1,21.633453856875082,3,38.629700119769026
ABCD,6,24.5138190022442,1,43.30127018922193
ABCE,1,20.725923616920813,2,37.239092362730865
ABDB,2,21.955377702025764,1,40.05476661220496
ABDC,34,25.705219737930896,3,39.85739738424785
ABDE,1,15.171542226388214,1,36.07175807352882
ABDF,2,14.722431864335455,1,32.54376705597476
ABFA,2,21.436338687243193,1,37.509002609410544
ABFB,1,19.5,1,37.58562529407637
ABFD,7,15.996830113886674,1,37.099585241102496
ABFE,46,23.71105993916173,2,43.30127018922194
ACAB,1,19.689449795496326,1,39.74683000727004
ACAC,2,21.403453457449647,1,39.71428571428571
ACAE,2,23.79804139406326,1,36.334545188825196
ACAF,4,22.291432893738033,1,38.25051528491143
ACBA,10,22.049196355738935,2,37.68174734880963
ACBC,1,19.906044609492465,3,43.30127018922193
ACBD,1,20.135248886818825,1,42.577756923250256
ACBF,1,23.02679718728419,2,37.73329556679706
ACDB,5,18.780256873121736,2,36.56586846286963
ACDC,4,17.48083952065062,7,39.837168574084174
ACDE,8,17.941450350708052,2,38.97114317029973
ACDF,2,18.62153666878694,2,30.988110132574246
ACEA,0,10000000000,0,0
ACEC,1,16.334300793814307,1,37.23909236273086
ACED,1,16.955901352437007,1,37.96657116880308
ACEF,0,10000000000,0,0
