ABAB,1,933,1,2771
ABAC,1,573,1,2851
ABAE,1,655,1,2737
ABAF,1,887,1,2997
ABCA,1,707,1,2601
ABCB,1,855,1,3141
ABCD,1,665,1,3321
ABCE,1,569,1,2511
ABDB,1,747,1,2803
ABDC,1,787,1,2811
ABDE,1,851,1,1819
ABDF,1,605,1,1305
ABFA,1,729,1,2407
ABFB,1,803,1,2611
ABFD,1,607,1,2005
ABFE,1,811,1,2815
ACAB,1,701,1,2483
ACAC,1,691,1,2591
ACAE,1,613,1,1983
ACAF,1,691,1,2501
ACBA,1,639,1,2455
ACBC,1,769,1,3031
ACBD,1,743,1,2807
ACBF,1,811,1,2231
ACDB,1,707,1,2445
ACDC,1,743,1,2797
ACDE,1,867,1,2523
ACDF,1,859,1,1677
ACEA,0,10000000000,0,0
ACEC,1,645,1,1845
ACED,1,641,1,1787
ACEF,0,10000000000,0,0
