ABAB,0,10000000000,0,0
ABAC,0,10000000000,0,0
ABAE,0,10000000000,0,0
ABAF,0,10000000000,0,0
ABCA,0,10000000000,0,0
ABCB,0,10000000000,0,0
ABCD,1,381,1,381
ABCE,1,259,1,259
ABDB,0,10000000000,0,0
ABDC,0,10000000000,0,0
ABDE,0,10000000000,0,0
ABDF,0,10000000000,0,0
ABFA,0,10000000000,0,0
ABFB,0,10000000000,0,0
ABFD,1,147,1,147
ABFE,0,10000000000,0,0
ACAB,0,10000000000,0,0
ACAC,0,10000000000,0,0
ACAE,0,10000000000,0,0
ACAF,0,10000000000,0,0
ACBA,0,10000000000,0,0
ACBC,0,10000000000,0,0
ACBD,1,171,1,171
ACBF,0,10000000000,0,0
ACDB,0,10000000000,0,0
ACDC,0,10000000000,0,0
ACDE,0,10000000000,0,0
ACDF,0,10000000000,0,0
ACEA,0,10000000000,0,0
ACEC,0,10000000000,0,0
ACED,0,10000000000,0,0
ACEF,0,10000000000,0,0
