ABAB,1,592,1,634
ABAC,1,480,1,1154
ABAE,1,568,1,1166
ABAF,1,840,1,1048
ABCA,1,924,1,924
ABCB,1,840,1,1568
ABCD,1,490,1,1494
ABCE,1,374,1,1326
ABDB,1,504,1,1280
ABDC,1,548,1,1292
ABDE,1,566,1,832
ABDF,1,360,1,714
ABFA,1,470,1,1198
ABFB,1,624,1,902
ABFD,1,378,1,940
ABFE,1,506,1,1182
ACAB,1,464,1,1176
ACAC,1,476,1,1132
ACAE,1,540,1,904
ACAF,1,458,1,1076
ACBA,1,576,1,644
ACBC,1,498,1,1434
ACBD,1,378,1,1222
ACBF,1,426,1,726
ACDB,1,508,1,1070
ACDC,1,504,1,1214
ACDE,1,650,1,1202
ACDF,1,516,1,770
ACEA,0,10000000000,0,0
ACEC,1,406,1,870
ACED,1,422,2,720
ACEF,0,10000000000,0,0
