ABAB,0,10000000000,0,0
ABAC,1,31.74901573277509,1,33.8673884437522
ABAE,0,10000000000,0,0
ABAF,0,10000000000,0,0
ABCA,0,10000000000,0,0
ABCB,0,10000000000,0,0
ABCD,2,24.06241883103193,2,31.796226191169293
ABCE,2,24.06241883103193,1,32.04684071792413
ABDB,1,23.065125189341593,1,26.664583251946766
ABDC,1,25.11971337416094,2,32.41913015489465
ABDE,2,32.449961479175904,3,33.45145736735546
ABDF,2,29.546573405388315,2,29.546573405388315
ABFA,0,10000000000,0,0
ABFB,0,10000000000,0,0
ABFD,1,24.576411454889016,1,32.046840717924134
ABFE,1,25.059928172283335,2,31.79622619116929
ACAB,1,29.866369046136157,1,29.866369046136157
ACAC,1,23.065125189341593,2,26.627053911388696
ACAE,1,26.057628441590765,3,26.457513110645905
ACAF,1,26.514147167125703,1,26.514147167125703
ACBA,0,10000000000,0,0
ACBC,3,29.546573405388312,1,32.18695387886216
ACBD,1,23.515952032609693,1,31.51190251317746
ACBF,1,29.866369046136153,1,29.866369046136153
ACDB,11,28.35489375751565,11,28.35489375751565
ACDC,10,29.103264421710495,2,36.38681079732051
ACDE,1,22.06807649071391,7,31.04834939252005
ACDF,2,26.627053911388696,2,28.61817604250837
ACEA,0,10000000000,0,0
ACEC,1,26.457513110645905,4,29.614185789921695
ACED,1,23.388031127053,2,30.04995840263344
ACEF,0,10000000000,0,0
