ABAB,0,10000000000,0,0
ABAC,1,10.994925028564944,1,16.19568172723236
ABAE,1,11.46839069965147,1,21.45821682070586
ABAF,1,21.928533901707635,1,21.928533901707635
ABCA,0,10000000000,0,0
ABCB,1,18.051944214914865,1,18.821421350135708
ABCD,2,18.440596880405288,1,26.04737945228581
ABCE,2,13.856406460551018,1,22.71632664105251
ABDB,1,18.926798044321345,1,24.50518513214409
ABDC,7,19.689449795496326,3,25.98076211353316
ABDE,1,11.491266796938673,1,19.05255888325765
ABDF,1,11.63955855298089,1,17.32050807568877
ABFA,1,18.701530759465992,1,18.701530759465992
ABFB,2,17.90113507414195,1,18.730531293793316
ABFD,1,12.956006642021611,1,22.065754937993997
ABFE,6,17.69965760521555,2,26.04737945228581
ACAB,1,14.69102435072353,1,16.2039443326278
ACAC,2,17.676051720563738,1,23.50723641635542
ACAE,3,19.65366106969953,1,21.650635094610966
ACAF,2,18.13032008057404,1,21.52240759712952
ACBA,0,10000000000,0,0
ACBC,1,14.476140210513863,1,23.633698520479815
ACBD,1,16.19568172723236,1,24.10515029359269
ACBF,1,18.186533479473216,2,19.25851528438535
ACDB,1,14.722431864335457,1,21.650635094610966
ACDC,2,14.951811765233414,1,25.98076211353316
ACDE,2,12.95540503747526,1,20.90365520370238
ACDF,1,13.856406460551018,1,20.51183390322156
ACEA,0,10000000000,0,0
ACEC,1,11.591312752121505,1,21.170244818110802
ACED,1,12.894307189404818,1,20.784609690826525
ACEF,0,10000000000,0,0
