ABAB,0,10000000000,0,0
ABAC,2,34.597687784012386,1,40.11234224026316
ABAE,1,35.156791662493895,1,39.230090491866065
ABAF,1,38.03945320322047,1,38.03945320322047
ABCA,0,10000000000,0,0
ABCB,2,37.04051835490427,2,37.04051835490427
ABCD,8,26.057628441590765,6,35.38361202590826
ABCE,9,26.057628441590765,1,36.0416425818802
ABDB,2,25.059928172283335,2,32.60368077380221
ABDC,1,24.55605831561735,9,36.013886210738214
ABDE,1,27.784887978899608,3,37.040518354904265
ABDF,2,24.331050121192877,1,33.421549934136806
ABFA,1,38.157568056677825,1,38.157568056677825
ABFB,1,33.645207682521445,1,36.345563690772494
ABFD,2,27.2213151776324,1,34.044089061098404
ABFE,3,30.199337741083,2,35.38361202590826
ACAB,1,32.51153641401772,1,33.8673884437522
ACAC,1,25.059928172283335,1,32.046840717924134
ACAE,1,26.90724809414742,2,32.41913015489465
ACAF,1,26.62705391138869,1,30.44667469527666
ACBA,0,10000000000,0,0
ACBC,6,32.18695387886216,1,37.469987990390386
ACBD,1,25.514701644346147,8,34.51086785347479
ACBF,2,32.695565448543626,2,33.45145736735546
ACDB,6,31.0,1,34.51086785347479
ACDC,16,31.74901573277509,1,40.63249930782009
ACDE,1,24.06241883103193,2,39.395431207184416
ACDF,1,28.160255680657446,2,31.606961258558215
ACEA,0,10000000000,0,0
ACEC,1,28.61817604250837,4,32.60368077380221
ACED,1,23.515952032609693,1,36.013886210738214
ACEF,0,10000000000,0,0
