ABAB,0,10000000000,0,0
ABAC,2,14.691024350723525,2,14.691024350723525
ABAE,0,10000000000,0,0
ABAF,0,10000000000,0,0
ABCA,0,10000000000,0,0
ABCB,0,10000000000,0,0
ABCD,1,17.298179790660686,1,23.50723641635542
ABCE,1,12.99038105676658,3,19.86952555051594
ABDB,2,17.189455690471217,1,19.55524438452224
ABDC,6,18.183605377694544,2,22.516660498395403
ABDE,1,10.626736301892855,3,14.002523750313435
ABDF,2,10.870064450512753,2,10.870064450512753
ABFA,0,10000000000,0,0
ABFB,0,10000000000,0,0
ABFD,2,11.914630286869938,1,19.626175307879517
ABFE,4,16.19568172723236,1,18.16185501724683
ACAB,1,14.48914094015188,1,14.48914094015188
ACAC,1,16.070100195728457,1,19.55524438452224
ACAE,1,18.149517391650264,1,18.636314334695232
ACAF,1,19.092573999059105,1,19.092573999059105
ACBA,0,10000000000,0,0
ACBC,2,15.29952831791326,1,17.79368946046279
ACBD,1,15.821103146933032,1,21.689377687651895
ACBF,1,16.454482671904334,1,16.454482671904334
ACDB,1,14.302711895566082,1,19.05255888325765
ACDC,1,12.438419743451567,1,20.18284994801698
ACDE,3,12.618994056144532,1,19.08395214706459
ACDF,2,12.124355652982139,2,17.0926144954078
ACEA,0,10000000000,0,0
ACEC,2,11.251027350351443,2,16.904141504376963
ACED,1,11.85394993376714,1,18.186533479473212
ACEF,0,10000000000,0,0
