ABAB,1,700,1,1652
ABAC,1,558,1,1780
ABAE,1,626,1,1552
ABAF,1,904,1,1622
ABCA,1,468,1,1808
ABCB,1,646,1,1944
ABCD,1,538,1,2174
ABCE,1,436,1,1570
ABDB,1,616,1,1612
ABDC,1,608,1,1676
ABDE,1,638,1,1206
ABDF,1,428,1,812
ABFA,1,526,1,1464
ABFB,1,628,1,1360
ABFD,1,500,1,1156
ABFE,1,612,1,1620
ACAB,1,538,1,1674
ACAC,1,504,1,1556
ACAE,1,476,1,1120
ACAF,1,636,1,1496
ACBA,1,664,1,1326
ACBC,1,612,1,1838
ACBD,1,412,1,1952
ACBF,1,666,1,1272
ACDB,1,540,1,1444
ACDC,1,584,1,1652
ACDE,1,578,1,1488
ACDF,1,636,1,996
ACEA,0,10000000000,0,0
ACEC,1,504,1,1200
ACED,1,472,1,1094
ACEF,0,10000000000,0,0
ABAB,1,700,1,1652
ABAC,1,558,1,1780
ABAE,1,626,1,1552
ABAF,1,904,1,1622
ABCA,1,468,1,1808
ABCB,1,646,1,1944
ABCD,1,538,1,2174
ABCE,1,436,1,1570
ABDB,1,616,1,1612
ABDC,1,608,1,1676
ABDE,1,638,1,1206
ABDF,1,428,1,812
ABFA,1,526,1,1464
ABFB,1,628,1,1360
ABFD,1,500,1,1156
ABFE,1,612,1,1620
ACAB,1,538,1,1674
ACAC,1,504,1,1556
ACAE,1,476,1,1120
ACAF,1,636,1,1496
ACBA,1,664,1,1326
ACBC,1,612,1,1838
ACBD,1,412,1,1952
ACBF,1,666,1,1272
ACDB,1,540,1,1444
ACDC,1,584,1,1652
ACDE,1,578,1,1488
ACDF,1,636,1,996
ACEA,0,10000000000,0,0
ACEC,1,504,1,1200
ACED,1,472,1,1094
ACEF,0,10000000000,0,0
ABAB,1,700,1,1652
ABAC,1,558,1,1780
ABAE,1,626,1,1552
ABAF,1,904,1,1622
ABCA,1,468,1,1808
ABCB,1,646,1,1944
ABCD,1,538,1,2174
ABCE,1,436,1,1570
ABDB,1,616,1,1612
ABDC,1,608,1,1676
ABDE,1,638,1,1206
ABDF,1,428,1,812
ABFA,1,526,1,1464
ABFB,1,628,1,1360
ABFD,1,500,1,1156
ABFE,1,612,1,1620
ACAB,1,538,1,1674
ACAC,1,504,1,1556
ACAE,1,476,1,1120
ACAF,1,636,1,1496
ACBA,1,664,1,1326
ACBC,1,612,1,1838
ACBD,1,412,1,1952
ACBF,1,666,1,1272
ACDB,1,540,1,1444
ACDC,1,584,1,1652
ACDE,1,578,1,1488
ACDF,1,636,1,996
ACEA,0,10000000000,0,0
ACEC,1,504,1,1200
ACED,1,472,1,1094
ACEF,0,10000000000,0,0
